Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
1562.88484907,93.4,100.0,76.8
1564.90157509,93.4,100.0,76.8
1566.92248011,93.4,100.0,76.8
1568.93819118,93.4,100.0,76.8
1570.95409417,93.4,100.0,76.8
1572.96904516,93.4,100.0,76.8
1574.98437405,93.4,100.0,76.8
1576.99928904,93.4,100.0,76.8
1579.01397109,93.4,100.0,76.8
1581.03112221,93.4,100.0,76.8
1583.04873705,93.4,100.0,76.8
1585.06461501,93.4,100.0,76.8
1587.08237314,93.4,100.0,76.8
1589.09823799,93.4,100.0,76.8
1591.11747122,93.4,100.0,76.8
1593.13242722,93.9,100.0,76.8
1595.14790201,93.9,100.0,76.8
1597.16395807,93.9,100.0,76.8
1599.18189621,93.9,100.0,76.8
1601.19767618,93.4,100.0,76.8
1603.21648121,93.4,100.0,76.8
1605.23242521,93.4,100.0,76.8
1607.24967217,93.4,100.0,76.8
1609.26624322,93.4,100.0,76.8
1611.28390312,93.4,100.0,76.8
1613.30010009,93.9,100.0,76.8
1615.31585503,93.9,100.0,76.8
1617.33386016,93.9,100.0,76.8
1619.35026407,93.9,100.0,76.8
1621.36815619,93.9,100.0,76.8
1623.38357711,93.9,100.0,76.8
1625.40000701,93.9,100.0,76.8
1627.41672206,93.9,100.0,76.8
1629.433882,93.9,100.0,76.8
1631.45286798,93.9,100.0,76.8
1633.47099614,93.9,100.0,76.8
1635.48719907,94.3,100.0,76.8
1637.50501108,94.3,100.0,76.8
1639.52133322,94.3,100.0,76.8
1641.5357542,94.3,100.0,76.8
1643.55084205,94.3,100.0,76.8
1645.56784916,94.3,100.0,76.8
1647.58545399,94.3,100.0,76.8
1649.60076022,94.3,100.0,76.8
1651.61659908,94.3,100.0,76.8
1653.634372,94.3,100.0,76.8
1655.64955711,94.3,100.0,76.8
1657.66553807,94.3,100.0,76.8
1659.68074012,94.3,100.0,76.8
1661.69558406,94.3,100.0,76.8
1663.71368217,94.3,100.0,76.8
1665.73003602,94.3,100.0,76.8
1667.74639511,94.3,100.0,76.8
1669.76388621,94.3,100.0,76.8
1671.77947402,94.3,100.0,76.8
1673.79480004,94.3,100.0,76.8
1675.81021309,94.3,100.0,76.8
1677.82756209,94.3,100.0,76.8
1679.84382915,94.3,100.0,76.8
1681.85995007,94.3,100.0,76.8
1683.87804008,94.3,100.0,76.8
1685.89351201,94.3,100.0,76.8
1687.90880013,94.3,100.0,76.8
1689.92745113,94.3,100.0,76.8
1691.9428432,94.3,100.0,76.8
1693.95829511,94.3,100.0,76.8
1695.97626019,94.8,100.0,76.8
1697.99142504,94.8,100.0,76.8
1700.00783801,94.8,100.0,76.8
1702.02607203,94.8,100.0,76.8
1704.04169917,94.8,100.0,76.8
1706.05696321,94.8,100.0,76.8
1708.07238412,94.8,100.0,76.8
1710.09098315,94.8,100.0,76.8
1712.10622311,94.8,100.0,76.8
1714.12111402,94.8,100.0,76.8
1716.13680315,94.8,100.0,76.8
1718.15202904,94.8,100.0,76.8
1720.17104721,94.8,100.0,76.8
1722.18683505,94.8,100.0,76.8
1724.20442414,94.8,100.0,76.8
1726.22026706,94.8,100.0,76.8
1728.23531199,94.8,100.0,76.8
1730.25089121,94.8,100.0,76.8
1732.26572514,94.8,100.0,76.8
1734.28129601,94.8,100.0,76.8
1736.30142117,94.8,100.0,76.8
1738.31887412,94.8,100.0,76.8
1740.33449006,94.8,100.0,76.8
1742.34935308,94.8,100.0,76.8
1744.36488414,94.3,100.0,76.8
1746.38303304,94.3,100.0,76.8
1748.39841914,94.3,100.0,76.8
1750.41315007,94.3,100.0,76.8
1752.42905307,94.3,100.0,76.8
1754.44546413,94.8,100.0,76.8
1756.46313906,94.8,100.0,76.8
1758.4793961,94.3,100.0,76.8
1760.49740911,93.9,100.0,76.8
1762.51336598,94.3,100.0,76.8
1764.53131604,94.3,100.0,76.8
1766.54785299,94.3,100.0,76.8
1768.56573319,94.3,100.0,76.8
1770.58275414,94.8,100.0,76.8
1772.60028911,94.8,100.0,76.8
1774.61603904,94.8,100.0,76.8
1776.63143206,94.8,100.0,76.8
1778.64986515,94.8,100.0,76.8
1780.6650331,94.8,100.0,76.8
1782.68059301,94.8,100.0,76.8
1784.69626212,94.8,100.0,76.8
1786.71497202,94.8,100.0,76.8
1788.73092699,94.8,100.0,76.8
1790.74933815,95.3,100.0,76.8
1792.765311,95.3,100.0,76.8
1794.78322506,94.8,100.0,76.8
1796.798738,95.3,100.0,76.8
1798.81454515,95.3,100.0,76.8
1800.8317802,95.3,100.0,76.8
1802.84840417,95.3,100.0,76.8
1804.86704206,95.3,100.0,76.8
1806.88286519,95.3,100.0,76.8
1808.90051222,95.3,100.0,76.8
1810.91615319,95.3,100.0,76.8
1812.93197417,95.3,100.0,76.8
1814.94684315,95.3,100.0,76.8
1816.96260214,95.3,100.0,76.8
1818.98056006,95.3,100.0,76.8
1820.99723411,95.3,100.0,76.8
1823.01459503,95.3,100.0,76.8
1825.03124714,95.3,100.0,76.8
1827.04952621,95.3,100.0,76.8
1829.06499314,95.3,100.0,76.8
1831.08007121,95.3,100.0,76.8
1833.09527206,95.3,100.0,76.8
1835.11056805,95.3,100.0,76.8
1837.12880611,95.3,100.0,76.8
1839.14517903,94.8,100.0,76.8
1841.16399312,94.3,100.0,76.8
1843.17990899,94.3,100.0,76.8
1845.19899416,94.3,100.0,76.8
1847.21704102,94.8,100.0,76.8
